District,District_Index,NDVI,EVI,NIR-V,CSIF,Rainfall,Tmax,Tmin,Solr_mean,Ground_Truth
farrukhabad 2004,32,0.2561308901635861,0.2028296792011897,0.0870377887401742,0.24354506,0.0,40.50248336791992,25.65530014038086,291.6582336425781,2.2921886985425717
farrukhabad 2004,32,0.2736497131931166,0.1983851497769279,0.0816023764478436,0.25909072,1.0923053999999999,35.609130859375,25.796335220336914,249.43258666992188,2.2921886985425717
farrukhabad 2004,32,0.2864927979604844,0.2137784151264074,0.0891200445018058,0.31038013,6.454603,37.15646743774414,27.1796989440918,258.2963256835937,2.2921886985425717
farrukhabad 2004,32,0.3597805183768855,0.2872528149564478,0.1212815932526025,0.37664858,8.010315,34.75432586669922,26.73469543457031,237.3690948486328,2.2921886985425717
farrukhabad 2004,32,0.4838419587847886,0.3804611854684512,0.1866458023900573,0.62195367,5.3755180000000005,33.24603271484375,27.024288177490234,230.8383636474609,2.2921886985425717
farrukhabad 2004,32,0.4940089016358615,0.3680486721903547,0.1774683509623964,0.78450227,3.008705,32.34651565551758,26.55370712280273,220.7008819580078,2.2921886985425717
farrukhabad 2004,32,0.4967101975780751,0.3686220735075419,0.1683181020373911,0.78115326,6.5821104,34.686134338378906,26.036386489868164,260.59909057617193,2.2921886985425717
farrukhabad 2004,32,0.4783174208625452,0.3151162099001487,0.1353055431081368,0.6309792,0.9333074,33.45724868774414,25.49112892150879,223.0741729736328,2.2921886985425717
farrukhabad 2004,32,0.4054067983853835,0.2641363501168472,0.1084028305311238,0.49973342,8.804199,32.19917678833008,23.83954429626465,232.98585510253903,2.2921886985425717
farrukhabad 2004,32,0.3747870405778628,0.2420606330996388,0.0975577593456554,0.3668927,6.247212,30.14895248413086,18.56170654296875,249.10568237304688,2.2921886985425717
farrukhabad 2004,32,0.3124279796048438,0.2010730401529636,0.0790390351370299,0.26248509999999997,0.0,29.140892028808594,15.5560941696167,214.8228454589844,2.2921886985425717
farrukhabad 2004,32,0.328962481410665,0.2040252814956447,0.0791346803250478,0.20622705,0.0,28.58499336242676,15.489127159118652,184.9780731201172,2.2921886985425717
farrukhabad 2005,32,0.22642964695874102,0.1701399191833262,0.070356829670353,0.1823382,0.0,40.01155853271485,26.098064422607425,298.56903076171875,2.0890139987827148
farrukhabad 2005,32,0.1991605061675882,0.1539334538494257,0.0643048698234793,0.16534010000000002,0.14728978,42.29104995727539,29.55555534362793,276.34786987304693,2.0890139987827148
farrukhabad 2005,32,0.2570260527435134,0.1902581880051042,0.0869606593534666,0.14010747,2.7299438,33.470409393310554,27.14707374572754,230.5131378173828,2.0890139987827148
farrukhabad 2005,32,0.3113443002977456,0.2191910888983411,0.0962719033241173,0.32597387,11.289419,32.021373748779304,26.425403594970703,234.24334716796875,2.0890139987827148
farrukhabad 2005,32,0.4871480008507018,0.3668757762654189,0.16967654269459803,0.59419453,8.51717,33.425411224365234,27.169719696044922,242.08087158203125,2.0890139987827148
farrukhabad 2005,32,0.5264638026371756,0.3871193534666099,0.17809691570182898,0.7780644,3.5852013,33.565906524658196,26.598352432250977,239.7245635986328,2.0890139987827148
farrukhabad 2005,32,0.5029374521480221,0.3962258400680561,0.1872215680370055,0.7957968000000001,6.2344313,33.619674682617195,26.364389419555664,248.2050323486328,2.0890139987827148
